sample_index,true_label,predicted_label,confidence
761,6,2,0.86786026
779,4,2,0.58413273
787,1,3,0.99254155
800,7,9,0.9949405
801,4,2,0.37915438
805,4,2,0.69391006
830,4,6,0.6897923
851,2,4,0.8056986
860,6,2,0.5222003
887,3,1,0.5893327
890,0,3,0.49134982
902,5,7,0.44669747
905,4,6,0.5313483
921,6,4,0.6461453
926,0,6,0.8762633
930,0,6,0.45113486
933,4,2,0.615548
935,4,6,0.74650276
963,6,4,0.57236767
965,0,6,0.75196016
976,2,4,0.65689313
977,6,0,0.68121874
979,3,0,0.9982017
1000,0,6,0.64763606
1005,0,4,0.7328368
1025,6,4,0.5654054
1029,3,1,0.52700955
1051,5,7,0.7002211
1053,4,2,0.5011094
1055,4,6,0.5473698
1056,6,0,0.5660415
1064,4,3,0.5189993
1066,8,6,0.57655257
1101,4,6,0.5144518
1104,4,6,0.7535738
1111,0,3,0.96974593
1121,6,2,0.54960555
1124,0,6,0.560038
1129,6,0,0.6425821
1130,6,0,0.5043164
1131,6,4,0.88517755
1139,0,6,0.7897819
1152,6,0,0.70937127
1160,4,3,0.7517449
1162,6,4,0.71832055
1165,6,2,0.62812096
1197,6,4,0.35167408
1210,6,0,0.77589095
1223,4,2,0.41906917
1231,0,6,0.65813416
1235,6,0,0.6510457
1236,6,0,0.60550064
1254,2,4,0.38379347
1280,2,4,0.58569753
1285,0,6,0.3555955
1294,6,0,0.49821705
1297,4,2,0.56648177
1300,8,5,0.9442997
1305,0,6,0.58990675
1315,2,4,0.56044483
1329,4,2,0.92151093
1336,3,0,0.5614449
1339,2,3,0.4688129
1343,4,2,0.5393006
1356,4,2,0.43469065
1374,2,4,0.6464561
1388,4,2,0.42096803
1396,6,0,0.69299716
1399,0,6,0.32970983
1408,4,6,0.6026796
1425,2,6,0.58595395
1449,2,4,0.56633353
1455,8,4,0.23464648
1458,6,0,0.5854575
1462,4,6,0.47684827
1469,6,4,0.38637173
1471,9,7,0.822289
1487,6,4,0.48638973
1495,0,6,0.58017886
1496,6,2,0.64519864
1501,5,7,0.6083201
1504,0,3,0.46576756
1509,2,6,0.7462634
1513,5,7,0.6487267
1521,8,7,0.5801306
1522,9,7,0.51994425
1527,2,0,0.459798
1533,2,6,0.6011927
1539,2,4,0.5633564
1567,7,5,0.54110146
1572,0,6,0.54403216
1586,0,6,0.66543984
1596,4,2,0.50037956
1620,6,0,0.6324044
1624,2,6,0.6380814
1632,9,7,0.51559967
1640,2,6,0.43386674
1643,6,4,0.6954073
1650,6,2,0.686375
1659,1,3,0.45243236
1665,3,4,0.66977894
1686,0,6,0.5602461
1705,9,5,0.93437403
1712,6,0,0.4569574
1718,9,5,0.46811193
1731,0,6,0.5381575
1739,6,0,0.4011496
1743,2,4,0.8678904
1744,6,2,0.6476373
1756,6,0,0.56833833
1771,6,0,0.98992425
1792,4,2,0.53548634
1810,3,4,0.86240584
1814,4,3,0.7230491
1822,7,5,0.75460476
1825,5,7,0.67156047
1846,8,0,0.90792954
1852,3,8,0.889207
1861,0,6,0.6903408
1867,0,6,0.4758686
1890,0,6,0.48242235
1905,0,6,0.6782626
1907,9,5,0.51597214
1917,4,2,0.73061854
1922,6,4,0.7969733
1930,3,4,0.5573441
1943,6,0,0.7435469
1945,0,3,0.76878124
1953,5,7,0.954388
1954,9,7,0.7134282
1957,2,4,0.58750546
1968,3,0,0.5398615
1975,8,7,0.40327257
1980,8,3,0.4723204
2001,2,4,0.5622934
2006,6,0,0.808679
2009,6,0,0.54271805
2016,6,2,0.5872073
2020,2,4,0.5243413
2021,3,0,0.88158995
2022,7,9,0.99046457
2037,5,7,0.9298138
2039,2,4,0.5937853
2042,4,2,0.52518815
2053,5,7,0.84805167
2064,2,6,0.5397923
2067,4,2,0.500364
2071,3,4,0.64879674
2073,4,3,0.41230008
2100,7,5,0.4972165
2144,4,6,0.5409456
2162,6,8,0.5538912
2182,3,1,0.63616586
2189,4,2,0.42455494
2190,6,0,0.5008659
2191,6,0,0.5654098
2195,6,2,0.659872
2245,3,6,0.2440607
2247,6,0,0.64387727
2272,2,4,0.4898407
2290,6,0,0.7427254
2311,6,0,0.47188357
2312,3,6,0.49100596
2318,3,2,0.72905356
2320,4,2,0.6170997
2332,2,4,0.6664622
2337,2,4,0.5481278
2351,6,2,0.74266475
2367,6,2,0.55296206
2373,6,2,0.60477036
2376,4,6,0.61779433
2381,8,3,0.6765178
2396,1,3,0.48704156
2397,6,0,0.7563395
2399,9,5,0.7053982
2401,9,5,0.7560852
2417,6,0,0.7916716
2421,4,2,0.8696012
2425,6,4,0.41482437
2431,6,0,0.8737719
2438,2,6,0.4785192
2440,4,2,0.5273257
2455,3,4,0.41266292
2462,4,6,0.4344355
2464,6,0,0.92591125
2469,6,2,0.54611003
2476,8,4,0.3978423
2478,1,3,0.7772355
2485,6,0,0.53282744
2487,4,6,0.8793272
2491,6,2,0.7935481
2500,6,2,0.61993915
2503,2,4,0.6744719
2506,0,6,0.96151435
2507,3,4,0.6914574
2509,4,2,0.66492546
2522,0,6,0.4925972
2527,9,7,0.79687405
2529,7,9,0.5912798
2540,6,4,0.72450316
2548,2,6,0.88198584
2551,6,8,0.4010091
2571,0,2,0.8278151
2573,4,3,0.5315242
2580,6,0,0.58372307
2589,0,6,0.8926031
2592,2,6,0.48551613
2593,2,6,0.5245519
2595,7,9,0.760208
2599,0,8,0.98893636
2615,2,6,0.710797
2617,4,6,0.4836227
2629,6,3,0.46316022
2639,3,4,0.69424963
2653,0,6,0.50419486
2659,8,6,0.3182718
2661,6,2,0.57018435
2671,4,2,0.48537445
2681,4,6,0.78392476
2684,4,6,0.52997905
2688,3,0,0.5569782
2695,3,6,0.6478049
2698,4,3,0.5657935
2717,0,6,0.8939344
2721,3,0,0.37671715
2734,4,2,0.8632598
2776,4,2,0.7265348
2779,4,3,0.47243986
2794,4,2,0.5381308
2805,6,0,0.52795005
2814,3,4,0.5169982
2817,3,8,0.5118061
2828,0,6,0.57608825
2839,6,0,0.65539765
2840,6,0,0.8119915
2842,6,8,0.97032475
2843,6,2,0.57025325
2856,6,0,0.9993315
2860,3,0,0.5180507
2865,6,4,0.57540905
2869,6,2,0.34705767
2870,6,2,0.5075421
2894,2,4,0.5872424
2897,0,5,0.45258966
2898,3,4,0.68612117
2905,8,4,0.41049924
2909,0,6,0.5384011
2910,6,8,0.89862996
2914,7,9,0.9965836
2918,3,4,0.3696939
2919,4,6,0.9757416
2920,2,4,0.72223943
2926,2,4,0.50624114
2935,9,7,0.55452675
2940,6,0,0.27713847
2942,6,2,0.5396853
2951,1,3,0.92284393
2953,0,2,0.7286111
2965,7,9,0.5246722
2967,4,2,0.5377233
2973,3,0,0.626411
2985,6,2,0.6724914
3008,8,0,0.49733046
3019,3,6,0.41675827
3032,2,4,0.49607322
3038,0,8,0.54498994
3040,2,4,0.4610632
3045,6,3,0.49916834
3051,3,0,0.74101037
3058,4,2,0.5253418
3077,4,8,0.77934164
3080,6,0,0.64732295
3081,4,2,0.45246622
3084,4,3,0.9855897
3087,9,7,0.72225934
3101,6,0,0.4991624
3106,3,4,0.6592264
3116,6,2,0.7684081
3123,7,5,0.674304
3132,0,2,0.646129
3138,3,8,0.8753356
3140,3,0,0.6888476
3165,6,2,0.52444553
3174,6,2,0.75664306
3176,4,6,0.5781072
3188,6,2,0.8740342
3190,2,4,0.5359937
3198,6,2,0.8372849
3209,3,0,0.55624384
3220,4,3,0.57119656
3229,4,3,0.6149134
3230,6,0,0.53584206
3232,6,0,0.8111338
3239,6,0,0.6601268
3240,2,6,0.527197
3253,5,8,0.9494692
3255,2,0,0.6421991
3258,2,0,0.33757696
3262,6,4,0.94779605
3265,3,2,0.57274157
3281,4,3,0.43568295
3282,8,2,0.3906616
3284,2,6,0.5060339
3290,4,2,0.60865057
3293,2,4,0.8506648
3297,2,4,0.6390581
3301,2,6,0.6785113
3311,0,6,0.54662395
3313,3,6,0.46286413
3322,3,0,0.69105124
3327,6,0,0.54396296
3334,6,3,0.75973123
3338,6,4,0.88745403
3342,0,2,0.33560592
3365,2,4,0.42922434
3370,2,4,0.9197088
3386,4,2,0.70996016
3392,2,4,0.34698322
3401,6,2,0.8519026
3416,6,1,0.31071723
3429,6,3,0.39961323
3451,0,6,0.38784736
3453,2,4,0.42985308
3457,2,3,0.53301775
3458,2,6,0.62670314
3466,0,8,0.7123119
3481,6,0,0.6027339
3484,0,2,0.74002093
3488,6,0,0.56026953
3489,2,3,0.92699146
3496,2,4,0.73995596
3499,3,4,0.46553
3509,4,2,0.68555784
3510,6,0,0.5248334
3519,3,0,0.66709846
3528,4,8,0.66165394
3531,0,3,0.9971095
3532,2,6,0.88664746
3534,2,4,0.5607264
3540,0,6,0.55764234
3545,6,2,0.6114277
3553,2,0,0.680724
3554,2,4,0.43033752
3568,4,2,0.8447307
3575,0,6,0.513295
3588,6,2,0.44715175
3598,2,4,0.51556545
3606,3,0,0.49403897
3609,0,6,0.33601448
3625,6,0,0.9044505
3626,4,3,0.4076214
3655,3,0,0.59629506
3658,6,4,0.6692159
3669,6,4,0.6386523
3673,2,0,0.7426045
3680,8,3,0.7167572
3690,5,7,0.3752143
3700,6,0,0.9260739
3704,4,2,0.68319225
3706,3,6,0.47524917
3720,3,4,0.57935673
3730,4,3,0.36132988
3731,4,2,0.8548258
3733,7,5,0.91951644
3741,6,8,0.8689981
3745,9,7,0.58746195
3747,0,6,0.55268604
3767,4,2,0.583362
3779,3,0,0.42960718
3800,6,2,0.955842
3804,4,3,0.58259755
3805,3,0,0.5473938
3808,6,0,0.35422167
3811,4,3,0.63535583
3816,2,4,0.7175746
3829,6,1,0.72092223
3830,6,3,0.82280564
3833,3,1,0.5108046
3861,6,4,0.76009876
3864,6,2,0.7122204
3866,5,9,0.91234964
3871,2,4,0.8516772
3876,6,2,0.4147363
3880,2,1,0.9839129
3896,9,7,0.5707308
3917,0,6,0.49901816
3924,0,3,0.49103925
3938,0,6,0.44337806
3940,3,4,0.55602974
3953,0,2,0.9990989
3970,2,6,0.51133394
3974,1,3,0.5997878
3984,4,2,0.5975654
3987,6,2,0.46283758
4012,4,2,0.57526636
4019,6,0,0.58100885
4021,2,4,0.7192988
4025,4,2,0.5324848
4037,2,4,0.836733
4040,5,7,0.96303934
4041,2,3,0.66486204
4056,3,4,0.64847
4058,7,5,0.94151706
4061,4,6,0.7297274
4067,0,6,0.6274832
4071,8,6,0.23054321
4079,6,4,0.6664602
4092,9,7,0.62450105
4100,2,6,0.39110658
4106,6,4,0.46420783
4109,6,0,0.797885
4127,6,0,0.821328
4138,2,6,0.8711773
4140,6,0,0.4743642
4142,6,3,0.7283299
4143,0,6,0.46850944
4148,3,8,0.5889512
4152,6,4,0.45895782
4159,2,0,0.786677
4166,4,2,0.8255291
4192,6,0,0.6605035
4193,0,1,0.98627466
4194,6,0,0.88535815
4196,2,6,0.48271364
4231,6,0,0.83614844
4233,4,2,0.962135
4237,6,2,0.8251666
4251,4,0,0.7677465
4267,6,2,0.8122013
4272,4,2,0.42528737
4280,6,0,0.87180245
4299,6,2,0.562711
4300,2,6,0.6288067
4307,4,3,0.67306936
4365,6,8,0.5606051
4373,4,2,0.55789834
4381,0,6,0.8269119
4404,9,7,0.72309613
4405,5,7,0.9789165
4411,4,2,0.65808487
4416,6,4,0.3305807
4417,4,6,0.715359
4420,6,2,0.4682258
4451,6,0,0.8202193
4460,0,6,0.6656114
4471,4,2,0.6364224
4481,4,2,0.5867754
4505,6,8,0.8630951
4507,9,7,0.50136566
4509,6,3,0.31409743
4526,4,6,0.43727776
4559,4,6,0.3704825
4568,9,7,0.53961635
4569,6,3,0.64034647
4599,5,9,0.8300314
4608,4,6,0.8236489
4615,9,5,0.52261615
4629,2,4,0.62171584
4641,4,2,0.85933954
4643,6,0,0.50785387
4646,4,2,0.8904798
4649,2,4,0.6196076
4650,2,4,0.42279026
4658,0,3,0.62124145
4668,4,6,0.49146974
4672,6,3,0.7551727
4674,2,6,0.3078753
4678,1,3,0.45499924
4685,2,6,0.8361225
4687,2,6,0.31656212
4692,6,0,0.9796178
4693,7,9,0.76254326
4708,8,6,0.69423914
4727,6,0,0.9899254
4738,2,4,0.6176312
4746,9,7,0.52118456
4751,3,4,0.32687768
4775,4,6,0.61647844
4777,2,6,0.43973553
4784,6,0,0.5249945
4786,4,2,0.59581035
4803,6,0,0.92901915
4817,6,4,0.6366528
4823,2,4,0.7287294
4826,2,6,0.52597255
4828,2,6,0.6908062
4846,2,4,0.9390288
4850,9,7,0.9597026
4852,3,0,0.5804727
4859,7,5,0.90795434
4880,4,2,0.68635607
4886,6,0,0.9891561
4893,6,0,0.6642783
4896,6,0,0.5405485
4903,8,0,0.44061947
4907,4,3,0.2812342
4917,0,6,0.51025033
4920,7,9,0.5337764
4922,4,3,0.87523514
4924,0,6,0.3913671
4934,3,2,0.8829292
4948,5,8,0.3480046
4956,2,4,0.7937488
4965,0,6,0.6528506
4973,0,3,0.23813029
4995,4,2,0.6530296
5006,6,3,0.81568587
5009,9,7,0.7277558
5015,2,4,0.85472876
5023,0,6,0.48923647
5025,3,1,0.6576377
5026,2,4,0.4818927
5032,0,6,0.6063018
5036,4,3,0.7742633
5037,3,6,0.3841255
5046,4,2,0.7018334
5052,6,4,0.9276599
5065,6,8,0.8856926
5066,4,2,0.53538644
5069,9,7,0.52350074
5077,9,7,0.9898991
5081,3,4,0.39838386
5082,5,9,0.9526543
5095,3,1,0.88531625
5100,4,2,0.5203488
5107,4,2,0.5133223
5113,4,3,0.5906861
5114,8,2,0.44572756
5119,0,6,0.8974331
5121,3,6,0.30187985
5123,6,8,0.3807261
5144,0,6,0.52475435
5155,6,2,0.99916136
5161,6,4,0.77039546
5167,4,2,0.43623644
5168,6,4,0.6722292
5177,4,2,0.5069794
5184,6,2,0.9576299
5186,6,0,0.79823595
5197,6,4,0.5716882
5204,3,6,0.8853189
5210,7,5,0.8572897
5228,6,2,0.6428154
5235,5,8,0.6057104
5244,2,4,0.39886272
5248,6,3,0.7302477
5249,6,3,0.5886514
5251,3,1,0.73285395
5255,4,2,0.9195154
5257,3,4,0.79509306
5266,6,0,0.62763524
5270,3,6,0.5451823
5284,2,6,0.62323207
5297,0,6,0.63014114
5307,0,6,0.67463046
5316,7,9,0.8184234
5334,0,3,0.9039782
5338,0,8,0.9179675
5352,3,4,0.56335455
5378,6,4,0.53665686
5381,4,2,0.7646111
5382,4,6,0.5902115
5397,4,2,0.6765101
5424,6,3,0.6559328
5429,4,2,0.5627549
5441,4,2,0.5582132
5442,6,0,0.52863246
5468,2,6,0.5637086
5470,8,4,0.6528278
5471,2,6,0.5058432
5474,2,4,0.76610327
5476,9,5,0.57906586
5488,3,0,0.7227018
5497,6,2,0.5099603
5504,6,0,0.5667308
5510,6,8,0.41317227
5511,4,2,0.5235218
5512,9,0,0.61144793
5520,7,9,0.9396541
5521,6,2,0.7195579
5522,6,0,0.7595854
5525,9,7,0.91461915
5533,1,3,0.96925807
5546,4,2,0.85580945
5566,6,0,0.48957556
5568,2,4,0.7114946
5569,6,3,0.7971631
5575,3,4,0.71841913
5576,3,4,0.92534924
5587,2,4,0.5099392
5594,6,2,0.81220466
5597,1,4,0.6010842
5601,0,6,0.59387696
5610,3,2,0.49598306
5623,6,2,0.714519
5654,6,0,0.76684463
5655,1,0,0.43604878
5659,0,6,0.8021397
5661,4,8,0.9355715
5672,0,6,0.65775055
5673,3,0,0.60976046
5674,6,0,0.61418474
5689,5,7,0.6790512
5695,6,0,0.8539427
5701,2,0,0.369432
5703,5,9,0.96993476
5713,2,6,0.40353534
5718,0,6,0.27302712
5721,4,6,0.8663102
5734,2,6,0.5258027
5760,1,0,0.30989042
5762,4,2,0.5451748
5763,3,1,0.998049
5777,6,2,0.40552524
5792,2,6,0.45760906
5795,6,4,0.6116245
5796,6,2,0.48185533
5804,2,4,0.46886614
5806,6,0,0.99182737
5808,0,6,0.57592356
5816,6,2,0.6029725
5820,2,6,0.44151694
5840,3,0,0.46958923
5849,4,2,0.58152443
5853,2,6,0.596226
5881,4,2,0.8207054
5885,6,4,0.50301516
5899,5,9,0.5078763
5918,3,4,0.4931822
5919,4,2,0.5453741
5934,2,4,0.5808527
5938,9,7,0.763028
5946,9,5,0.9999944
5966,0,4,0.35664058
5967,3,4,0.54634815
5968,0,3,0.529006
5971,3,4,0.59150094
5977,6,0,0.6359748
5980,2,4,0.46446118
5987,6,3,0.8505546
5990,6,0,0.43490145
5993,4,6,0.4876793
6008,6,0,0.8358022
6020,6,0,0.7998001
6023,6,0,0.69337493
6024,6,0,0.98363185
6030,4,6,0.53274035
6032,2,4,0.8626265
6037,6,2,0.45170626
6061,5,9,0.5213466
6065,0,2,0.5388512
6076,8,3,0.7191801
6077,0,6,0.5167963
6083,2,4,0.5135903
6096,6,2,0.82354426
6099,2,5,0.4231479
6106,9,7,0.6889258
6117,1,3,0.8225474
6127,6,2,0.94582766
6129,7,9,0.7111844
6138,5,7,0.7731158
6147,5,7,0.87476987
6148,4,6,0.5239658
6159,6,0,0.51815206
6160,6,4,0.6964911
6162,4,6,0.5536703
6163,9,7,0.5757634
6168,5,7,0.63906664
6169,6,0,0.61881775
6175,4,2,0.71481663
6201,2,6,0.91898084
6207,3,4,0.5960294
6225,0,6,0.50521475
6231,6,0,0.6251405
6241,4,2,0.7909232
6248,6,3,0.65360665
6254,6,4,0.7111334
6258,6,0,0.65519977
6270,4,2,0.6101466
6286,2,6,0.7898284
6329,6,2,0.4851483
6331,1,8,0.9313803
6344,6,0,0.78489643
6365,0,2,0.6933741
6402,4,2,0.7881123
6407,6,4,0.41463584
6420,4,3,0.6937362
6433,3,6,0.78490585
6441,8,3,0.8220972
6452,6,8,0.4941492
6453,3,1,0.5864017
6464,4,3,0.60102904
6474,2,3,0.37000218
6478,4,6,0.62274927
6485,0,4,0.5329239
6488,9,7,0.5854067
6491,3,6,0.61366516
6500,4,1,0.79473835
6513,4,2,0.85728383
6524,2,4,0.70319194
6531,6,4,0.7884902
6539,6,4,0.86636627
6542,0,6,0.523114
6558,6,0,0.9865824
6559,4,6,0.58845586
6564,2,4,0.42258924
6565,8,7,0.9997459
6584,3,4,0.57435733
6596,6,8,0.75136036
6608,4,2,0.5706318
6614,3,6,0.7160974
6626,6,4,0.6936858
6634,5,7,0.9044738
6649,0,3,0.43231177
6655,6,0,0.8412192
6656,1,3,0.5751581
6658,6,2,0.7829454
6664,6,0,0.5062383
6678,4,2,0.52873653
6679,0,6,0.52624315
6688,0,6,0.77290326
6701,7,9,0.7777734
6718,5,7,0.78398633
6721,2,0,0.52373874
6733,9,7,0.6103424
6770,6,0,0.58672684
6797,6,3,0.4424153
6801,4,3,0.32455093
6826,2,0,0.4505521
6829,4,6,0.67289126
6844,6,2,0.61024284
6848,2,6,0.38450924
6855,4,2,0.9598802
6859,4,2,0.73295134
6861,6,2,0.8976647
6866,2,6,0.7122801
6874,2,0,0.41522026
6881,2,6,0.85904586
6899,4,6,0.62657386
6908,4,6,0.4790518
6921,2,4,0.5590938
6926,0,6,0.9283794
6927,3,0,0.5047387
6928,6,4,0.6850707
6957,6,0,0.55712306
6958,6,0,0.9331031
6964,2,4,0.6187285
6970,4,2,0.64935315
6984,9,7,0.7110521
6996,6,0,0.81004155
6997,3,0,0.5134665
7004,6,4,0.7774572
7026,6,2,0.5269286
7028,9,7,0.6973751
7049,2,4,0.7095293
7062,9,5,0.5473169
7068,4,2,0.9275628
7078,9,7,0.5220462
7094,6,2,0.5247299
7103,0,2,0.52266437
7109,3,0,0.45295066
7112,6,0,0.8397835
7125,9,7,0.73938245
7130,6,2,0.74631387
7137,0,6,0.5927019
7157,9,7,0.54291403
7167,6,3,0.37623352
7177,2,3,0.49413857
7182,6,0,0.60955465
7188,6,4,0.752771
7189,6,0,0.93123525
7195,6,0,0.9423763
7210,4,8,0.4912252
7211,4,2,0.8067902
7221,6,2,0.46314505
7223,9,5,0.8742593
7244,6,0,0.6713024
7258,6,4,0.9254627
7262,6,2,0.6876029
7267,3,2,0.4261658
7278,4,6,0.57291687
7288,2,4,0.7168515
7303,6,2,0.82403964
7314,4,2,0.74037313
7332,3,1,0.9878542
7334,6,0,0.6972595
7336,2,4,0.53183424
7345,6,4,0.45197615
7349,4,8,0.58997905
7362,3,4,0.536531
7369,2,0,0.8977181
7376,3,4,0.44857335
7393,0,6,0.5485798
7416,6,0,0.81025124
7442,2,4,0.60373473
7452,2,0,0.8297895
7497,6,0,0.41207272
7500,5,7,0.49661994
7509,5,9,0.52741444
7533,1,0,0.31464782
7535,4,6,0.36072883
7545,4,6,0.48868018
7551,3,6,0.29380044
7555,1,3,0.6901316
7581,6,0,0.5507804
7583,3,2,0.9126577
7587,3,6,0.38572538
7591,6,0,0.5435899
7596,4,6,0.8303494
7635,3,6,0.4896374
7638,3,2,0.8947128
7646,3,4,0.45400447
7664,7,5,0.8998734
7665,4,2,0.6627834
7673,7,9,0.74278617
7679,3,4,0.60085315
7683,4,6,0.45238286
7707,2,6,0.6955684
7719,6,0,0.6236778
7721,2,8,0.5591026
7755,7,9,0.7136045
7777,6,0,0.50379974
7778,6,0,0.95286405
7779,5,7,0.5271625
7812,6,4,0.5681174
7818,0,6,0.53920394
7829,6,0,0.9101755
7831,0,6,0.57647187
7842,6,2,0.46122298
7851,6,0,0.5342309
7863,6,0,0.6954833
7875,7,5,0.51098454
7876,1,4,0.99438125
7884,2,4,0.70547664
7895,7,5,0.58279884
7899,0,8,0.9369272
7906,6,4,0.82143474
7910,6,0,0.50209713
7924,6,0,0.9895405
7936,9,7,0.9512099
7941,6,2,0.3689807
7948,3,4,0.6738455
7952,4,8,0.34319627
7959,6,0,0.57745653
7962,6,4,0.5648928
7971,6,4,0.40914997
7986,4,6,0.3398962
7992,6,4,0.6962193
7998,2,0,0.5724913
8001,2,4,0.54014033
8004,6,4,0.54567933
8005,6,0,0.32824108
8007,0,6,0.8419222
8009,2,6,0.43564194
8031,0,6,0.29757473
8038,2,6,0.63164216
8054,3,6,0.39145043
8059,0,6,0.65189165
8065,2,4,0.53851336
8069,6,0,0.5670594
8074,1,3,0.892649
8085,4,2,0.54285866
8086,5,9,0.51645905
8121,4,6,0.69796306
8132,6,2,0.40296602
8140,4,2,0.8608394
8141,3,0,0.571951
8148,6,2,0.5085409
8150,6,0,0.48898464
8154,4,2,0.98542666
8156,1,2,0.5073829
8198,2,6,0.40393144
8202,6,4,0.40267858
8204,3,0,0.3928049
8226,2,6,0.76929075
8237,6,0,0.97730255
8259,3,0,0.6648343
8260,6,4,0.6228322
8275,6,2,0.46580854
8283,4,6,0.84857476
8292,5,7,0.9726638
8324,0,4,0.4783582
8348,0,6,0.65971065
8373,6,2,0.9989059
8406,4,6,0.7617271
8417,2,6,0.3771976
8425,0,6,0.54645205
8429,6,3,0.41250673
8436,2,4,0.6662119
8454,0,6,0.3456093
8457,4,6,0.49302056
8463,5,7,0.95846254
8465,2,6,0.61633694
8476,4,2,0.6634826
8485,4,6,0.5594528
8505,7,9,0.7734
8512,4,6,0.30611813
8525,9,7,0.59891057
8532,5,7,0.8108185
8536,4,2,0.69367355
8538,6,0,0.7381413
8548,4,2,0.51135427
8556,4,3,0.533784
8557,9,5,0.9997979
8567,6,8,0.3820382
8580,4,6,0.65907365
8591,3,0,0.41310346
8592,6,0,0.5522015
8593,2,6,0.6455096
8598,2,6,0.49775878
8607,9,7,0.8989587
8617,6,0,0.9245153
8618,2,6,0.954324
8646,3,4,0.74819154
8658,6,8,0.46571404
8664,6,0,0.89903396
8669,2,0,0.72989583
8688,9,5,0.6995489
8703,4,6,0.7367769
8705,6,0,0.52536637
8706,6,2,0.7675513
8710,2,4,0.4974931
8714,7,5,0.987694
8717,0,6,0.43915352
8718,2,4,0.6276453
8725,0,6,0.5316236
8728,6,0,0.6477463
8745,6,0,0.9676549
8757,1,0,0.7993733
8758,2,4,0.74618924
8762,6,3,0.5390509
8763,0,8,0.6330088
8764,3,6,0.54206467
8768,1,6,0.6893963
8774,2,4,0.3442315
8782,0,6,0.6548698
8784,6,4,0.79730815
8799,4,6,0.63295126
8804,4,2,0.6883307
8806,3,0,0.5022403
8814,4,6,0.655739
8818,9,5,0.8605026
8832,0,6,0.5981572
8858,4,6,0.4863817
8869,6,4,0.4680926
8877,2,0,0.49133715
8879,2,4,0.52829164
8896,3,0,0.58627284
8906,6,0,0.53039557
8910,5,9,0.6864121
8914,2,0,0.8767074
8919,0,2,0.98806983
8933,4,2,0.28580415
8939,6,0,0.6287949
8946,6,4,0.79645467
8949,0,8,0.6673102
8950,2,6,0.76550204
8952,9,7,0.7408387
8958,4,2,0.736408
8962,4,2,0.5617052
8972,7,9,0.5623773
8997,6,0,0.76275307
9017,0,3,0.78772587
9032,6,2,0.64054173
9033,6,4,0.41055113
9051,4,6,0.5669505
9057,6,2,0.82679796
9059,3,1,0.89387506
9062,4,2,0.58700234
9067,2,0,0.47419676
9071,1,0,0.47510597
9091,6,0,0.54998595
9094,6,0,0.48409656
9095,1,3,0.5108801
9114,0,6,0.57173234
9122,6,0,0.8305689
9126,5,7,0.86669517
9133,6,0,0.9772425
9140,6,8,0.4625014
9160,4,2,0.76260436
9165,3,0,0.7110771
9177,4,8,0.5438411
9179,3,0,0.8799056
9183,6,8,0.70714253
9198,0,6,0.5635568
9200,2,6,0.41599947
9211,6,0,0.46871498
9218,6,2,0.59688693
9225,3,0,0.48749804
9227,6,0,0.5443376
9235,3,6,0.41622138
9237,0,6,0.47017056
9247,6,2,0.46198687
9248,2,6,0.482209
9251,0,4,0.48898888
9256,2,4,0.66285247
9260,3,4,0.6167129
9276,2,8,0.9978472
9291,0,6,0.7131825
9292,4,2,0.6461932
