sample_index,true_label,predicted_label,confidence
9248,2,6,0.55279213
9251,0,4,0.6448968
9256,2,4,0.78890955
9260,3,2,0.6068086
9263,4,6,0.5679674
9277,6,0,0.4060666
9291,0,6,0.8278811
9306,6,2,0.48682657
9308,2,0,0.7462703
9325,3,2,0.7326514
9349,0,6,0.8401181
9398,0,6,0.65475637
9445,6,4,0.9274986
9485,1,6,0.34737945
9487,6,4,0.8723762
9521,9,7,0.8573396
9537,2,4,0.77499974
9554,3,6,0.6876765
9573,6,0,0.51517856
9574,2,6,0.9977319
9577,0,2,0.5817369
9582,2,6,0.766368
9590,8,6,0.3486121
9601,6,3,0.50914335
9602,6,0,0.82101804
9604,2,6,0.78945833
9648,2,4,0.67480767
9662,0,6,0.37914252
9690,6,2,0.66534907
9692,6,3,0.54563564
9719,0,6,0.39144763
9748,0,6,0.6688563
9757,9,7,0.63169277
9791,0,2,0.61618215
9835,9,7,0.96049124
9859,6,3,0.5499501
9876,5,9,0.8495611
9880,0,3,0.79272175
9904,6,4,0.8874509
9928,0,6,0.40973052
9933,4,6,0.5139548
9946,2,4,0.7608628
9947,6,2,0.59516174
9953,6,2,0.7800183
9955,6,0,0.4967165
9969,8,4,0.47033268
9972,2,0,0.42388883
9973,9,7,0.5158093
9977,6,0,0.9449404
9979,6,0,0.53706056
9985,2,3,0.5712676
9991,6,0,0.50860673
